job_titles,experience_levels,similarity_scores,processing_times,missing_skills_counts
DevOps Engineer,junior_developer,0.42704797,0.17941999435424805,44
Software Engineer,junior_developer,0.30430913,0.24470973014831543,30
DevOps Engineer,junior_developer,0.33467534,0.24447011947631836,113
Software Engineer,junior_developer,0.42414474,0.22364282608032227,89
Software Engineer,junior_developer,0.49189192,0.22392892837524414,109
Software Engineer,junior_developer,0.24435683,0.24977421760559082,155
DevOps Engineer,junior_developer,0.22481778,0.27168703079223633,173
Full Stack Developer,junior_developer,0.19153638,0.2863781452178955,7
DevOps Engineer,junior_developer,0.5053741,0.23465585708618164,86
Full Stack Developer,junior_developer,0.50435495,0.13863301277160645,2
Software Engineer,junior_developer,0.44864288,0.2347850799560547,71
DevOps Engineer,junior_developer,0.2871905,0.21355986595153809,74
DevOps Engineer,junior_developer,0.29553998,0.23662900924682617,119
DevOps Engineer,junior_developer,0.27466828,0.23016595840454102,116
DevOps Engineer,junior_developer,0.43322366,0.21620893478393555,82
DevOps Engineer,junior_developer,0.38085687,0.22059011459350586,127
DevOps Engineer,junior_developer,0.42716607,0.1130061149597168,17
Software Engineer,junior_developer,0.5529822,0.0717618465423584,18
Software Engineer,junior_developer,0.33803612,0.22018718719482422,130
Software Engineer,junior_developer,0.33677787,0.22478389739990234,133
Full Stack Developer,junior_developer,0.32819736,0.2946498394012451,3
Full Stack Developer,junior_developer,0.34005362,0.3567991256713867,8
Full Stack Developer,junior_developer,0.29319745,0.3205859661102295,4
Software Engineer,junior_developer,0.26812702,0.35073280334472656,139
Software Engineer,junior_developer,0.33252853,0.24604010581970215,82
DevOps Engineer,junior_developer,0.15218012,0.2780189514160156,175
Full Stack Developer,junior_developer,0.38342413,0.2499840259552002,1
Full Stack Developer,junior_developer,0.354416,0.270733118057251,4
Full Stack Developer,junior_developer,0.25448218,0.4147939682006836,2
DevOps Engineer,junior_developer,0.23127103,0.3484940528869629,160
DevOps Engineer,junior_developer,0.3329513,0.27980589866638184,63
Full Stack Developer,junior_developer,0.32262835,0.29316210746765137,6
Software Engineer,junior_developer,0.3355177,0.25841283798217773,96
DevOps Engineer,junior_developer,0.26187438,0.3328850269317627,239
Full Stack Developer,junior_developer,0.45489365,0.17457795143127441,2
Full Stack Developer,junior_developer,0.30802113,0.25832676887512207,1
DevOps Engineer,junior_developer,0.3877808,0.2835419178009033,158
Full Stack Developer,junior_developer,0.3348505,0.2869999408721924,2
Software Engineer,junior_developer,0.5486081,0.22833776473999023,46
Software Engineer,junior_developer,0.3270008,0.3001270294189453,121
Full Stack Developer,junior_developer,0.27646956,0.2547111511230469,4
Software Engineer,junior_developer,0.55133504,0.2514798641204834,122
Software Engineer,junior_developer,0.29708773,0.2899148464202881,131
Software Engineer,junior_developer,0.49920672,0.28408288955688477,172
Software Engineer,junior_developer,0.41476458,0.1445751190185547,15
Software Engineer,junior_developer,0.4560057,0.22031688690185547,55
Software Engineer,junior_developer,0.40128368,0.24371814727783203,87
Software Engineer,junior_developer,0.52925324,0.2492058277130127,130
Software Engineer,junior_developer,0.4257222,0.2515740394592285,100
DevOps Engineer,junior_developer,0.41591,0.2909388542175293,36
Software Engineer,junior_developer,0.5132471,0.2515699863433838,61
Full Stack Developer,junior_developer,0.31434715,0.3225257396697998,5
DevOps Engineer,junior_developer,0.37525988,0.24943828582763672,68
DevOps Engineer,junior_developer,0.4499603,0.2419581413269043,59
Software Engineer,junior_developer,0.5920502,0.29551196098327637,60
Software Engineer,junior_developer,0.49561012,0.12751007080078125,29
Software Engineer,junior_developer,0.28673336,0.10670089721679688,7
Software Engineer,junior_developer,0.5959712,0.2257680892944336,103
Software Engineer,junior_developer,0.2913432,0.27521395683288574,103
Full Stack Developer,junior_developer,0.23253617,0.2993459701538086,6
Full Stack Developer,junior_developer,0.30230707,0.30962705612182617,13
DevOps Engineer,junior_developer,0.27352515,0.26601696014404297,44
Full Stack Developer,junior_developer,0.3406275,0.2645139694213867,4
Full Stack Developer,junior_developer,0.5203055,0.19209885597229004,1
DevOps Engineer,junior_developer,0.48584282,0.11193180084228516,22
DevOps Engineer,junior_developer,0.31724846,0.1980118751525879,33
DevOps Engineer,junior_developer,0.29297101,0.2227020263671875,126
Software Engineer,junior_developer,0.4897805,0.21895503997802734,103
Software Engineer,junior_developer,0.3865728,0.11848282814025879,20
DevOps Engineer,junior_developer,0.3309418,0.27451395988464355,75
Full Stack Developer,junior_developer,0.36176622,0.19138693809509277,1
Software Engineer,junior_developer,0.2610524,0.2777431011199951,173
Full Stack Developer,junior_developer,0.3140666,0.3548119068145752,3
Full Stack Developer,junior_developer,0.3848851,0.26470279693603516,3
Software Engineer,junior_developer,0.47235084,0.25204014778137207,116
Full Stack Developer,junior_developer,0.31688872,0.2670011520385742,3
Software Engineer,junior_developer,0.2509868,0.24102783203125,63
Software Engineer,junior_developer,0.44267958,0.2493140697479248,215
Software Engineer,junior_developer,0.5143666,0.13810396194458008,17
DevOps Engineer,junior_developer,0.5115026,0.23939013481140137,51
DevOps Engineer,junior_developer,0.34330946,0.2567317485809326,124
DevOps Engineer,junior_developer,0.5145714,0.20649003982543945,47
Full Stack Developer,junior_developer,0.34962273,0.2559983730316162,1
Software Engineer,junior_developer,0.49324006,0.23798680305480957,52
Full Stack Developer,junior_developer,0.44363862,0.27147889137268066,1
Software Engineer,junior_developer,0.34650394,0.11144709587097168,8
Full Stack Developer,junior_developer,0.37554097,0.06604981422424316,1
DevOps Engineer,junior_developer,0.4225195,0.20312714576721191,45
DevOps Engineer,junior_developer,0.28933,0.10871601104736328,12
Software Engineer,junior_developer,0.3046121,0.23940300941467285,140
DevOps Engineer,junior_developer,0.28564763,0.238602876663208,75
Software Engineer,junior_developer,0.4622873,0.10393309593200684,9
Full Stack Developer,junior_developer,0.34126285,0.26120591163635254,4
Software Engineer,junior_developer,0.4295739,0.044565677642822266,6
DevOps Engineer,junior_developer,0.42684758,0.26746487617492676,117
DevOps Engineer,junior_developer,0.3923691,0.22074198722839355,43
DevOps Engineer,junior_developer,0.36935046,0.14201807975769043,16
DevOps Engineer,junior_developer,0.24592221,0.23532581329345703,21
Full Stack Developer,junior_developer,0.28565168,0.27286720275878906,2
DevOps Engineer,junior_developer,0.22151613,0.23887276649475098,128
Software Engineer,junior_developer,0.32691565,0.23430800437927246,49
DevOps Engineer,junior_developer,0.53437746,0.21583008766174316,38
Software Engineer,junior_developer,0.16633229,0.08605384826660156,16
Full Stack Developer,junior_developer,0.3689022,0.25861477851867676,2
DevOps Engineer,junior_developer,0.5735197,0.2407698631286621,87
DevOps Engineer,junior_developer,0.4336837,0.2631192207336426,42
Full Stack Developer,junior_developer,0.35536784,0.35709404945373535,2
Software Engineer,junior_developer,0.4099812,0.28960204124450684,155
DevOps Engineer,junior_developer,0.3745067,0.302886962890625,90
DevOps Engineer,junior_developer,0.47524804,0.2521858215332031,116
DevOps Engineer,junior_developer,0.2665867,0.3083319664001465,73
Full Stack Developer,junior_developer,0.39889508,0.2799711227416992,6
DevOps Engineer,junior_developer,0.21875893,0.2430250644683838,65
Full Stack Developer,junior_developer,0.40302747,0.25260400772094727,3
Software Engineer,junior_developer,0.5455282,0.0703129768371582,11
Software Engineer,junior_developer,0.58105,0.131378173828125,19
Full Stack Developer,junior_developer,0.30904227,0.3073420524597168,20
Software Engineer,junior_developer,0.18312274,0.24865508079528809,183
Software Engineer,junior_developer,0.5917276,0.2530081272125244,50
Software Engineer,junior_developer,0.5925076,0.1673429012298584,39
Full Stack Developer,junior_developer,0.4132849,0.24974393844604492,3
Full Stack Developer,junior_developer,0.3380239,0.26643824577331543,5
DevOps Engineer,junior_developer,0.5016248,0.0885169506072998,11
DevOps Engineer,junior_developer,0.47951892,0.14029741287231445,23
DevOps Engineer,junior_developer,0.37384927,0.06513404846191406,10
DevOps Engineer,junior_developer,0.45762634,0.1828300952911377,42
Full Stack Developer,junior_developer,0.22844066,0.19023489952087402,3
DevOps Engineer,junior_developer,0.3647974,0.2395181655883789,92
DevOps Engineer,junior_developer,0.43520528,0.24036812782287598,65
Full Stack Developer,junior_developer,0.24218899,0.3142971992492676,3
Full Stack Developer,junior_developer,0.12690856,0.25917911529541016,2
Software Engineer,junior_developer,0.46040267,0.23647212982177734,55
DevOps Engineer,junior_developer,0.25848278,0.2444767951965332,149
Full Stack Developer,junior_developer,0.4459405,0.18532204627990723,1
Software Engineer,junior_developer,0.5133407,0.2351078987121582,78
Full Stack Developer,junior_developer,0.3301922,0.25979089736938477,4
Full Stack Developer,junior_developer,0.400836,0.24961471557617188,4
Full Stack Developer,junior_developer,0.4125197,0.15688180923461914,2
Full Stack Developer,junior_developer,0.36623797,0.21591591835021973,3
Software Engineer,junior_developer,0.31262964,0.24627304077148438,146
Full Stack Developer,junior_developer,0.31442776,0.2529129981994629,7
Software Engineer,junior_developer,0.47468305,0.15347504615783691,43
Full Stack Developer,junior_developer,0.37906367,0.3011798858642578,3
Full Stack Developer,junior_developer,0.37237105,0.22256898880004883,2
DevOps Engineer,junior_developer,0.42002815,0.2561018466949463,137
DevOps Engineer,junior_developer,0.3928023,0.2540450096130371,59
Software Engineer,junior_developer,0.4713512,0.23427391052246094,87
Full Stack Developer,junior_developer,0.4160801,0.2116243839263916,1
Full Stack Developer,junior_developer,0.38499916,0.1809537410736084,1
DevOps Engineer,junior_developer,0.39059323,0.24657940864562988,70
Software Engineer,junior_developer,0.18082957,0.24252915382385254,165
DevOps Engineer,junior_developer,0.4182929,0.2634859085083008,129
DevOps Engineer,junior_developer,0.3673206,0.26108717918395996,134
DevOps Engineer,junior_developer,0.4542691,0.30414390563964844,51
Software Engineer,junior_developer,0.34581205,0.29985904693603516,146
Software Engineer,junior_developer,0.23866078,0.12649321556091309,15
DevOps Engineer,junior_developer,0.44291475,0.3021719455718994,32
Software Engineer,junior_developer,0.30157727,0.3129301071166992,159
Software Engineer,junior_developer,0.53539205,0.25281691551208496,40
Full Stack Developer,junior_developer,0.35521954,0.3161439895629883,5
Software Engineer,junior_developer,0.5026877,0.2536942958831787,169
Software Engineer,junior_developer,0.34910947,0.24258780479431152,68
Full Stack Developer,junior_developer,0.48115286,0.17281699180603027,6
Software Engineer,junior_developer,0.13795158,0.24779915809631348,182
Software Engineer,junior_developer,0.32037956,0.24850893020629883,124
DevOps Engineer,junior_developer,0.43772134,0.15436267852783203,18
Full Stack Developer,junior_developer,0.34626305,0.34058117866516113,1
DevOps Engineer,junior_developer,0.47510207,0.12087202072143555,31
DevOps Engineer,junior_developer,0.2977866,0.2397911548614502,131
DevOps Engineer,junior_developer,0.2837162,0.23472309112548828,104
DevOps Engineer,junior_developer,0.32922307,0.23575687408447266,49
Full Stack Developer,junior_developer,0.38500816,0.2856020927429199,8
Software Engineer,junior_developer,0.32282758,0.24718213081359863,163
DevOps Engineer,junior_developer,0.28594995,0.24451708793640137,140
DevOps Engineer,junior_developer,0.3406518,0.24407696723937988,156
DevOps Engineer,junior_developer,0.3999489,0.21758627891540527,48
Software Engineer,junior_developer,0.28789008,0.24602603912353516,139
Full Stack Developer,junior_developer,0.38328367,0.23130297660827637,2
Software Engineer,junior_developer,0.48421532,0.24847984313964844,169
Software Engineer,junior_developer,0.41144836,0.23265600204467773,39
Software Engineer,junior_developer,0.45701092,0.24221014976501465,184
Software Engineer,junior_developer,0.42465508,0.29534387588500977,105
DevOps Engineer,junior_developer,0.23602428,0.26771092414855957,232
DevOps Engineer,junior_developer,0.18766871,0.23729300498962402,86
DevOps Engineer,junior_developer,0.29671124,0.24170184135437012,116
Software Engineer,junior_developer,0.36932057,0.23664212226867676,81
Software Engineer,junior_developer,0.517255,0.2338700294494629,69
Full Stack Developer,junior_developer,0.5562855,0.11968803405761719,1
DevOps Engineer,junior_developer,0.3803251,0.23366189002990723,51
Software Engineer,junior_developer,0.30922595,0.24823808670043945,156
Full Stack Developer,junior_developer,0.20177457,0.2687859535217285,2
DevOps Engineer,junior_developer,0.34458458,0.23548007011413574,88
DevOps Engineer,junior_developer,0.34125823,0.17944598197937012,28
Software Engineer,junior_developer,0.6151049,0.2415480613708496,51
Full Stack Developer,junior_developer,0.3212808,0.2121138572692871,2
DevOps Engineer,junior_developer,0.41468126,0.16077899932861328,21
DevOps Engineer,junior_developer,0.23014215,0.24263405799865723,109
Software Engineer,junior_developer,0.40992475,0.23809218406677246,93
Full Stack Developer,junior_developer,0.45404342,0.2586212158203125,4
Software Engineer,junior_developer,0.3193992,0.24167895317077637,101
Software Engineer,junior_developer,0.47055715,0.23853206634521484,116
Full Stack Developer,junior_developer,0.35706267,0.2659878730773926,3
Software Engineer,junior_developer,0.43965572,0.23718619346618652,61
DevOps Engineer,junior_developer,0.38263577,0.2371211051940918,121
Full Stack Developer,junior_developer,0.4412633,0.2506229877471924,3
Software Engineer,junior_developer,0.289275,0.24137282371520996,139
DevOps Engineer,junior_developer,0.38621917,0.23849701881408691,48
Software Engineer,junior_developer,0.64988947,0.04438614845275879,2
DevOps Engineer,junior_developer,0.29156238,0.23471617698669434,101
DevOps Engineer,junior_developer,0.3848554,0.24529004096984863,111
DevOps Engineer,junior_developer,0.46774995,0.14632415771484375,25
Full Stack Developer,junior_developer,0.37202287,0.25800609588623047,2
Software Engineer,junior_developer,0.3957445,0.24250292778015137,159
DevOps Engineer,junior_developer,0.15517268,0.2671480178833008,316
DevOps Engineer,junior_developer,0.354071,0.30147314071655273,281
Full Stack Developer,junior_developer,0.3874014,0.06102490425109863,2
Full Stack Developer,junior_developer,0.54249597,0.11104798316955566,5
Software Engineer,junior_developer,0.49386227,0.10997796058654785,10
Software Engineer,junior_developer,0.34906405,0.21723389625549316,41
DevOps Engineer,junior_developer,0.45999712,0.24291777610778809,66
Full Stack Developer,junior_developer,0.31366748,0.2694098949432373,2
DevOps Engineer,junior_developer,0.22941197,0.23624610900878906,112
Software Engineer,junior_developer,0.32653266,0.2396707534790039,142
DevOps Engineer,junior_developer,0.39894342,0.23738813400268555,82
Full Stack Developer,junior_developer,0.47828984,0.2559840679168701,4
DevOps Engineer,junior_developer,0.32679483,0.22887182235717773,77
Software Engineer,junior_developer,0.4893694,0.24054813385009766,114
DevOps Engineer,junior_developer,0.3356573,0.24139618873596191,73
DevOps Engineer,junior_developer,0.31751218,0.236710786819458,104
DevOps Engineer,junior_developer,0.3295231,0.23864197731018066,69
DevOps Engineer,junior_developer,0.45934325,0.11367011070251465,20
DevOps Engineer,junior_developer,0.3506989,0.231917142868042,75
DevOps Engineer,junior_developer,0.20381972,0.2334117889404297,69
Full Stack Developer,junior_developer,0.4318232,0.23488879203796387,1
Software Engineer,junior_developer,0.5584289,0.23612117767333984,72
DevOps Engineer,junior_developer,0.22451863,0.24487709999084473,132
DevOps Engineer,junior_developer,0.32140124,0.24796414375305176,103
Software Engineer,junior_developer,0.49590796,0.2580280303955078,90
Software Engineer,junior_developer,0.45125538,0.24697184562683105,104
Full Stack Developer,junior_developer,0.34266418,0.27763819694519043,1
Software Engineer,junior_developer,0.22623868,0.1416640281677246,41
DevOps Engineer,junior_developer,0.36396396,0.2466108798980713,206
Full Stack Developer,junior_developer,0.49709576,0.18802666664123535,3
Software Engineer,junior_developer,0.29245207,0.2487318515777588,211
Software Engineer,junior_developer,0.45543477,0.12046599388122559,17
Software Engineer,junior_developer,0.20383653,0.0446012020111084,1
Software Engineer,junior_developer,0.4818563,0.24082183837890625,128
Software Engineer,junior_developer,0.40301627,0.235490083694458,74
Software Engineer,junior_developer,0.27888095,0.2419741153717041,177
DevOps Engineer,junior_developer,0.34069002,0.2442178726196289,157
DevOps Engineer,junior_developer,0.40030333,0.18556785583496094,32
DevOps Engineer,junior_developer,0.17726932,0.25973987579345703,122
Full Stack Developer,junior_developer,0.30714083,0.35422492027282715,4
Full Stack Developer,junior_developer,0.3418792,0.34412121772766113,2
Software Engineer,junior_developer,0.5631043,0.24070000648498535,81
Full Stack Developer,junior_developer,0.34011787,0.2530040740966797,2
Full Stack Developer,junior_developer,0.24891852,0.3038451671600342,4
Full Stack Developer,junior_developer,0.2684459,0.2549862861633301,5
DevOps Engineer,junior_developer,0.30278003,0.2698380947113037,210
Software Engineer,junior_developer,0.47963107,0.2782936096191406,74
DevOps Engineer,junior_developer,0.44570833,0.24590706825256348,154
Full Stack Developer,junior_developer,0.20254499,0.24983596801757812,7
DevOps Engineer,junior_developer,0.28911704,0.2379770278930664,63
DevOps Engineer,junior_developer,0.39036277,0.24092888832092285,144
Software Engineer,junior_developer,0.45040828,0.2404191493988037,111
Full Stack Developer,junior_developer,0.29626715,0.2648041248321533,1
DevOps Engineer,junior_developer,0.3515815,0.23465585708618164,56
Full Stack Developer,junior_developer,0.44134647,0.13576316833496094,3
DevOps Engineer,junior_developer,0.2722333,0.2716238498687744,78
DevOps Engineer,junior_developer,0.42954087,0.15294790267944336,28
Software Engineer,junior_developer,0.4375516,0.23829388618469238,97
Software Engineer,junior_developer,0.3766407,0.23765182495117188,113
Software Engineer,junior_developer,0.43856692,0.2388150691986084,95
DevOps Engineer,junior_developer,0.3267684,0.2456662654876709,155
DevOps Engineer,junior_developer,0.28736496,0.24391508102416992,118
Full Stack Developer,junior_developer,0.28626975,0.27520108222961426,2
Full Stack Developer,junior_developer,0.42837793,0.165632963180542,3
Software Engineer,junior_developer,0.5570409,0.2481849193572998,104
Software Engineer,junior_developer,0.41943595,0.24537205696105957,81
Software Engineer,junior_developer,0.29188615,0.3050801753997803,259
DevOps Engineer,junior_developer,0.36470708,0.2407371997833252,100
Software Engineer,junior_developer,0.5845273,0.24070096015930176,114
DevOps Engineer,junior_developer,0.26928824,0.24146509170532227,110
DevOps Engineer,junior_developer,0.2989332,0.24026966094970703,61
Software Engineer,junior_developer,0.53278077,0.23929905891418457,48
Software Engineer,junior_developer,0.44372278,0.16346502304077148,31
Full Stack Developer,junior_developer,0.31317952,0.25049400329589844,3
Software Engineer,junior_developer,0.35131213,0.24028992652893066,128
Software Engineer,junior_developer,0.3480201,0.24265599250793457,102
Full Stack Developer,junior_developer,0.39312315,0.131256103515625,1
Software Engineer,junior_developer,0.4296174,0.24114465713500977,64
Full Stack Developer,junior_developer,0.26199365,0.2658369541168213,8
DevOps Engineer,junior_developer,0.3463904,0.23366093635559082,80
Software Engineer,junior_developer,0.5448605,0.24639606475830078,171
DevOps Engineer,junior_developer,0.4470548,0.23436379432678223,27
DevOps Engineer,junior_developer,0.2872281,0.11671090126037598,12
Full Stack Developer,junior_developer,0.39354897,0.18675613403320312,1
DevOps Engineer,junior_developer,0.33114257,0.04625201225280762,2
DevOps Engineer,junior_developer,0.25359964,0.3554718494415283,261
Full Stack Developer,junior_developer,0.5512904,0.14362597465515137,4
Full Stack Developer,junior_developer,0.36278436,0.29063987731933594,2
DevOps Engineer,junior_developer,0.26790226,0.24000215530395508,145
DevOps Engineer,junior_developer,0.3727026,0.25536012649536133,147
Software Engineer,junior_developer,0.36906087,0.24617314338684082,140
Software Engineer,junior_developer,0.30106074,0.24371099472045898,174
Software Engineer,junior_developer,0.5283351,0.2589452266693115,110
Software Engineer,junior_developer,0.34595188,0.24520492553710938,115
Full Stack Developer,junior_developer,0.32986975,0.250255823135376,9
DevOps Engineer,junior_developer,0.44936818,0.2269761562347412,39
DevOps Engineer,junior_developer,0.2877579,0.24237704277038574,57
Software Engineer,junior_developer,0.44181994,0.2368488311767578,86
Software Engineer,junior_developer,0.52353346,0.2447669506072998,152
Software Engineer,junior_developer,0.47096583,0.24622893333435059,167
Full Stack Developer,junior_developer,0.2952159,0.2551388740539551,4
DevOps Engineer,junior_developer,0.3488447,0.20220589637756348,53
Full Stack Developer,junior_developer,0.34543598,0.19902896881103516,1
Software Engineer,junior_developer,0.41083634,0.2345569133758545,94
Software Engineer,junior_developer,0.4625055,0.23615312576293945,79
DevOps Engineer,junior_developer,0.43437392,0.24557089805603027,132
DevOps Engineer,junior_developer,0.40041834,0.13930797576904297,20
